id,Batch_Log_ID,prod
4601,AG0TQM6FLU,FTY
4602,AG0TQBPURW,FTZ
4603,AG0TQ9Z864,FUA
4604,AG0TPY90WA,FUB
4605,AG0TPXNI73,FUC
4606,AG0TPVML52,FUD
4607,AG0TPQSYE9,FUE
4608,AG0TPQRYCA,FUF
4609,AG0TPPQL4S,FUG
4610,AG0TPIMYI1,FUH
4611,AG0TPDQAG5,FUI
4612,AG0TPCR157,FUJ
4613,AG0TPCQI3C,FUK
4614,AG0TNZQ6V7,FUL
4615,AG0TNYIWCE,FUM
4616,AG0TNS7E20,FUN
4617,AG0TNRH1W2,FUO
4618,AG0TNJN163,FUP
4619,AG0TNFIP2Y,FUQ
4620,AG0TNF6W80,FUR
4621,AG0TNBTYN6,FUS
4622,AG0TN1F0GS,FUT
4623,AG0TMVPDCN,FUU
4624,AG0TMVJR78,FUV
4625,AG0TMUGVQE,FUW
4626,AG0TMU2TJC,FUX
4627,AG0TMT7XQ6,FUY
4628,AG0TLUVSU7,FUZ
4629,AG0TLPPN9X,FVA
4630,AG0T701IXB,FVB
4631,AG0T6UQGGS,FVC
4632,AG0T6UMXBT,FVD
4633,AG0T6TV59U,FVE
4634,AG0T6KZDWH,FVF
12708,AFKY43MY65,RTT
12709,AFKY3Z6GRL,RTU
12710,AFKY3SV7ER,RTV
12711,AFKY3RDP14,RTW
12712,AFKY3HN50R,RTX
12713,AFKY3DIPUZ,RTY
12714,AFKY3CMYFG,RTZ
12715,AFKY3CASUJ,RUA
12716,AFKY314JZP,RUB
12717,AFKY2SQBG7,RUC
12718,AFKY2KI1FM,RUD
12719,AFKY28T6G4,RUE
12720,AFKY278UGJ,RUF
12721,AFKY1VE9ET,RUG
12722,AFKY1KV0G4,RUH
12723,AFKY1GQCC9,RUI
12724,AFKY1FVWDT,RUJ
12725,AFKY1EVCNM,RUK
12726,AFKY11CYE9,RUL
12727,AFKY0WEK3T,RUM
12728,AFKY0WE56W,RUN
12729,AFKY0UK1QN,RUO
12730,AFKY0QYY3J,RUP
12731,AFKXKZJAQZ,RUQ
12732,AFKXKUZ7LR,RUR
12733,AFKXKUUJE2,RUS
12734,AFKXK4ZQP6,RUT
12735,AFKXK1X0YN,RUU
12736,AFKXJX8N8C,RUV
12737,AFKXJUPI1H,RUW
12738,AFKXJP1RPU,RUX
12739,AFKXJIX7A4,RUY
12740,AFKXJGSMQK,RUZ
12741,AFKXJBUFMB,RVA
12742,AFKXIX6KST,RVB
12743,AFKXISVKZE,RVC
12744,AFKXIQRE72,RVD
12745,AFKXIE9WYM,RVE
12746,AFKXIDEYWR,RVF
12747,AFKXI7KTCR,RVG
12748,AFKXI60E03,RVH
12749,AFKXHT0R6V,RVI
12750,AFKXHS9A6Y,RVJ
12751,AFKXHG0NE6,RVK
12752,AFKXGSRICS,RVL
12753,AFKX0NL2KX,RVM
12754,AFKWZVRN4F,RVN
12755,AFKWZ389GI,RVO
12756,AFKWYC1R60,RVP
12757,AFKWXNHMHK,RVQ
12758,AFKWHBKLGT,RVR
12759,AFKWGS4CEB,RVS
12760,AFKWGNLEDH,RVT
12761,AFKWGM5G7Z,RVU
12762,AFKWGF532H,RVV
12763,AFKWGEH4XC,RVW
12764,AFKWG92A7E,RVX
12765,AFKWG7XP0S,RVY
12766,AFKWG0Y6V1,RVZ
12767,AFKWFM07HC,RWA
12768,AFKWFHLY5L,RWB
12769,AFKWF9MK1S,RWC
12770,AFKWF935VG,RWD
12771,AFKWEW9WTA,RWE
12772,AFKWEVP7EX,RWF
12773,AFKWEV1HVP,RWG
12774,AFKWEPZCJ4,RWH
12775,AFKWDZKG93,RWI
12776,AFKWDY18ZE,RWJ
12777,AFKVYRQKQA,RWK
12778,AFKVYRETFL,RWL
12779,AFKVYQIDM2,RWM
12780,AFKVXTU7HR,RWN
12781,AFKVXQPHFK,RWO
12782,AFKVXQCR5I,RWP
12783,AFKVXM19S7,RWQ
12784,AFKVXLLL0J,RWR
12785,AFKVX95Y6Y,RWS
12786,AFKVX8VL46,RWT
12787,AFKVX85KU9,RWU
12788,AFKVX586T2,RWV
12789,AFKVWUGSZI,RWW
12790,AFKVWTH4II,RWX
12791,AFKVWSUSKK,RWY
12792,AFKVWAS9BE,RWZ
12793,AFKVW9PVVG,RXA
12794,AFKVW284VC,RXB
12795,AFKVW0W86X,RXC
12796,AFKVW0N5U6,RXD
12797,AFKVVWWZHK,RXE
12798,AFKVVV21Z7,RXF
12799,AFKVVU43ML,RXG
12800,AFKVVTSKI5,RXH
12801,AFKVVP1V95,RXI
12802,AFKVUP3Y73,RXJ
12803,AFKVEVQY38,RXK
12804,AFKVEUY1FW,RXL
12805,AFKVEQG99L,RXM
12806,AFKVEP71ST,RXN
12807,AFKVE5ECA3,RXO
12808,AFKVDW3W3S,RXP
12809,AFKVDKU6Y0,RXQ
12810,AFKVDC8NRW,RXR
12811,AFKVD6K117,RXS
12812,AFKVD6JVGE,RXT
12813,AFKVD63X3L,RXU
12814,AFKVCRFMQL,RXV
12815,AFKVCKV64J,RXW
12816,AFKVC91GX0,RXX
12817,AFKVC5N089,RXY
12818,AFKVC294SM,RXZ
12819,AFKVBZPNWB,RYA
12820,AFKVBUGLHP,RYB
12821,AFKVBP3RKN,RYC
12822,AFKVBMX18A,RYD
12823,AFKVBMQX26,RYE
12824,AFKVB2XVUD,RYF
12825,AFKVAR0LVF,RYG
12826,AFKVAHLE5S,RYH
12827,AFKVAGT8XY,RYI
12828,AFKUVP5U1I,RYJ
12829,AFKUVAJWM3,RYK
12830,AFKUV3HGKE,RYL
12831,AFKUUPRV35,RYM
12832,AFKUUPPEB6,RYN
12833,AFKUUPM3NN,RYO
12834,AFKUUHYWTZ,RYP
12835,AFKUU98LHS,RYQ
12836,AFKUU66XQ9,RYR
12837,AFKUU53FKN,RYS
12838,AFKUU4SNP3,RYT
12839,AFKUTKB52T,RYU
12840,AFKUTJVGVZ,RYV
12841,AFKUTAT3UV,RYW
12842,AFKUT7LD0X,RYX
12843,AFKUSZ46HD,RYY
12844,AFKUSU6EDF,RYZ
12845,AFKUSTC09X,RZA
12846,AFKUSMLPFN,RZB
12847,AFKUSKXF1K,RZC
12848,AFKUSKQRK6,RZD
12849,AFKUS8C9Q0,RZE
12850,AFKURV2ZYJ,RZF
12851,AFKURT85CN,RZG
12852,AFKURP7X34,RZH
12853,AFKURHJZHC,RZI
12854,AFKURHGWJ4,RZJ
12855,AFKUBR10RC,RZK
12856,AFKUBM1DET,RZL
12857,AFKUBL62VR,RZM
13007,AFKRJH6RLK,SFG
13008,AFKRJCQE7V,SFH
13009,AFKRJBGFBS,SFI
13010,AFKRJBFXSD,SFJ
13011,AFKRIW72ZX,SFK
13012,AFKRIKII8E,SFL
13013,AFKRIEQ6Z8,SFM
13014,AFKRIDYFZ8,SFN
13015,AFKRIDXEY5,SFO
13016,AFKRICJHK2,SFP
13017,AFKRI0CJU9,SFQ
13018,AFKRHMDXKE,SFR
13019,AFKRHFXTGP,SFS
13020,AFKRHF89S8,SFT
13021,AFKRH9D2LQ,SFU
13022,AFKRH7531Z,SFV
13023,AFKRH72E4E,SFW
13024,AFKR2EYIIF,SFX
13025,AFKR2EHFEV,SFY
13026,AFKR2D7MFN,SFZ
13027,AFKR2CSAXD,SGA
13028,AFKR24V2XF,SGB
13029,AFKR1Z24QE,SGC
13030,AFKR1UUWCQ,SGD
13031,AFKR1UDVSC,SGE
13032,AFKR1KYYA9,SGF
13033,AFKR1KM81L,SGG
13034,AFKR1E70SE,SGH
13035,AFKR1DBNFB,SGI
13036,AFKR19XDAK,SGJ
13037,AFKR19I9HL,SGK
13038,AFKR0W3V11,SGL
13039,AFKR0VKU9P,SGM
13040,AFKR0PLEMN,SGN
13041,AFKR0PLCSC,SGO
13042,AFKR0PL1I1,SGP
13043,AFKR0PE7US,SGQ
13044,AFKR0AZJHI,SGR
13045,AFKR09LIQK,SGS
13046,AFKR02FVJF,SGT
13047,AFKQZK10SV,SGU
13048,AFKQZIJ8CZ,SGV
13049,AFKQZD2GAF,SGW
13050,AFKQZCYLBJ,SGX
13051,AFKQZBGJUT,SGY
13052,AFKQYWJPYE,SGZ
13053,AFKQYWEX8S,SHA
13054,AFKQYW5LX7,SHB
13055,AFKQYSY3YS,SHC
13056,AFKQYES30R,SHD
13057,AFKQYEHTKQ,SHE
13058,AFKQY5LFE4,SHF
13059,AFKQIDIKCX,SHG
13060,AFKQICKXGL,SHH
13061,AFKQIAZFLG,SHI
13062,AFKQIAQBJS,SHJ
13063,AFKQI6868G,SHK
13064,AFKQI4AJT5,SHL
13065,AFKQHE3YPC,SHM
13066,AFKQHE1NU7,SHN
13067,AFKQHCUHD5,SHO
13068,AFKQHBBTHW,SHP
13069,AFKQH7J8DQ,SHQ
13070,AFKQH699SW,SHR
13071,AFKQGU8WDL,SHS
13072,AFKQGTE6AQ,SHT
13073,AFKQGT7PLZ,SHU
13074,AFKQGT6NGD,SHV
13075,AFKQGSZYV7,SHW
13076,AFKQGSTJG2,SHX
13077,AFKQGGW34F,SHY
13078,AFKQG07SAY,SHZ
13079,AFKQFVR9Q0,SIA
13080,AFKQFUCVGU,SIB
13081,AFKQFUC62V,SIC
13082,AFKQFFK3PZ,SID
13083,AFKQFFA5FA,SIE
13084,AFKQFEP9E0,SIF
13085,AFKQFA0H1R,SIG
13086,AFKQEVYYI6,SIH
13087,AFKQERFBNI,SII
13088,AFKQEHP7Q9,SIJ
13089,AFKQEGU5ET,SIK
13090,AFKQEAM34V,SIL
13091,AFKQE511CR,SIM
13092,AFKPZH4CBA,SIN
13093,AFKPZG75P2,SIO
13094,AFKPZEXEBL,SIP
13095,AFKPZ9K5MD,SIQ
13096,AFKPZ3NM22,SIR
13097,AFKPYXDC39,SIS
13098,AFKPYQN6NU,SIT
13099,AFKPYQBKBT,SIU
13100,AFKPYKIJBU,SIV
13101,AFKPYC9GB7,SIW
13102,AFKPYC5181,SIX
13103,AFKPYA0HF7,SIY
13104,AFKPY5NDMS,SIZ
13105,AFKPY52TX9,SJA
13106,AFKPXYACEN,SJB
13107,AFKPXXR4FE,SJC
13108,AFKPXRM2U5,SJD
13109,AFKPXRJ881,SJE
13110,AFKPXRGVKV,SJF
13111,AFKPXEY708,SJG
13112,AFKPX873MX,SJH
13113,AFKPWTPT8R,SJI
13114,AFKPWT1MQ7,SJJ
13115,AFKPWNRZCE,SJK
13116,AFKPWNHYRP,SJL
13117,AFKPWDWRXI,SJM
13118,AFKPWA8T3S,SJN
13119,AFKPW9UWDL,SJO
13120,AFKPVPQ2K3,SJP
13121,AFKPVI8YFT,SJQ
13122,AFKPV5K1P2,SJR
13123,AFKPF9907W,SJS
13124,AFKPF2T1U5,SJT
13125,AFKPEVERJ0,SJU
13126,AFKPE8P8Z2,SJV
13127,AFKPDVMBHF,SJW
13128,AFKPDHGPFC,SJX
13129,AFKPD7CVCV,SJY
13130,AFKPCK15DF,SJZ
13131,AFKPCFUZM8,SKA
13132,AFKPBZS07J,SKB
13133,AFKPBM6A9X,SKC
13134,AFKPB0E0D9,SKD
13135,AFKNVSGSP1,SKE
13136,AFKNV25XFG,SKF
13137,AFKNV1EXST,SKG
13138,AFKNUR3Z4I,SKH
13139,AFKNUPHEIC,SKI
13140,AFKNUP86JL,SKJ
13141,AFKNUMFUWY,SKK
13142,AFKNUCJL37,SKL
13143,AFKNUB6939,SKM
13144,AFKNU41KL7,SKN
13145,AFKNTXM8TN,SKO
13146,AFKNTX8UV2,SKP
13147,AFKNTR6NE1,SKQ
13148,AFKNTP21BL,SKR
13149,AFKNTDURKC,SKS
13150,AFKNTCG942,SKT
13151,AFKNTC1LHI,SKU
13152,AFKNT6SHME,SKV
13153,AFKNT63UF1,SKW
13154,AFKNT41RP9,SKX
13155,AFKNSRIFHN,SKY
13156,AFKNSLYAT2,SKZ
13306,AFKLLRYD6A,SQT
13307,AFKLLH1QTQ,SQU
13308,AFKLLGIF0N,SQV
13309,AFKLLA1N1F,SQW
13310,AFKLL7X0RD,SQX
13311,AFKLL3FK76,SQY
13312,AFKLL1GG44,SQZ
13313,AFKLKVZ5VC,SRA
13314,AFKLKV93JY,SRB
13315,AFKLKUG3QQ,SRC
13316,AFKL67ZXD6,SRD
13317,AFKL612W7D,SRE
13318,AFKL5N4X0P,SRF
13319,AFKL5KEHAL,SRG
13320,AFKL5K97DX,SRH
13321,AFKL5GA1R0,SRI
13322,AFKL5728C5,SRJ
13323,AFKL53NI71,SRK
13324,AFKL52EHQN,SRL
13325,AFKL4WTWBM,SRM
13326,AFKL4VLT09,SRN
13327,AFKL4UAQ1A,SRO
13328,AFKL4MBW77,SRP
13329,AFKL4ICGQ2,SRQ
13330,AFKL4IC2NT,SRR
13331,AFKL4HCUUU,SRS
13332,AFKL4H67FH,SRT
13333,AFKL4H0G6Z,SRU
13334,AFKL44WDJK,SRV
13335,AFKL43TQCK,SRW
13336,AFKL3W8JJC,SRX
13337,AFKL3QK399,SRY
13338,AFKL3Q16RT,SRZ
13339,AFKL3KHUIF,SSA
13340,AFKL3KHIG2,SSB
13341,AFKL3K3EZR,SSC
13342,AFKL3JERS8,SSD
13343,AFKL3DMPU7,SSE
13344,AFKL3BB61D,SSF
13345,AFKL34WF5B,SSG
13346,AFKL33UKAH,SSH
13347,AFKL33MPD4,SSI
13348,AFKL33KEUQ,SSJ
13349,AFKL2Z6GQ5,SSK
13350,AFKL2YZND3,SSL
13351,AFKL2KZ4BC,SSM
13352,AFKL21WUFI,SSN
13353,AFKL216CP1,SSO
13354,AFKL1YSNIG,SSP
13355,AFKL1TFRLQ,SSQ
13356,AFKKM0HCBU,SSR
13357,AFKKLY9ST0,SSS
13358,AFKKLRU67G,SST
13359,AFKKLREZEY,SSU
13360,AFKKLKT9V7,SSV
13361,AFKKLF53ZV,SSW
13362,AFKKL8EPHY,SSX
13363,AFKKL7FJCX,SSY
13364,AFKKHZ7SE7,SSZ
13365,AFKK2ZMC3G,STA
13366,AFKK2KRE0W,STB
13367,AFKK2788CQ,STC
13368,AFKK21DM1E,STD
13369,AFKK1YQ5Q1,STE
13370,AFKK1T1F6K,STF
13371,AFKK1M22CA,STG
13372,AFKK1LDJ20,STH
13373,AFKK1KMCC9,STI
13374,AFKK1FFM2H,STJ
13375,AFKK1FAAB4,STK
13376,AFKK102JFK,STL
13377,AFKK0HZTRW,STM
13378,AFKK0F4VEI,STN
13379,AFKK0F01CT,STO
13380,AFKK03NCMU,STP
13381,AFKK01TAK1,STQ
13382,AFKJZXKSU1,STR
13383,AFKJZVQXUL,STS
13384,AFKJZVQP29,STT
13385,AFKJZ5QNEK,STU
13386,AFKJZ4PHHW,STV
13387,AFKJYXVZ52,STW
13388,AFKJYWWLAT,STX
13389,AFKJYWT1UQ,STY
13390,AFKJIXVXLM,STZ
13391,AFKJIX7JEJ,SUA
13392,AFKJIWUL10,SUB
13393,AFKJIWNY30,SUC
13394,AFKJIWJV9N,SUD
13395,AFKJIJ4D4R,SUE
13396,AFKJIAM1CY,SUF
13397,AFKJI58C3T,SUG
13398,AFKJI2V022,SUH
13399,AFKJHXUNET,SUI
13400,AFKJHWUD7H,SUJ
13401,AFKJHWKQF7,SUK
13402,AFKJHJZSLX,SUL
13403,AFKJHJFI2R,SUM
13404,AFKJHIZYBC,SUN
13405,AFKJHHSJAK,SUO
13406,AFKJHE98WY,SUP
13407,AFKJHDISE8,SUQ
13408,AFKJH66FWT,SUR
13409,AFKJGZY7B5,SUS
13410,AFKJGYNUG5,SUT
13411,AFKJGU53YB,SUU
13412,AFKJGKQNX7,SUV
13413,AFKJGKGJ65,SUW
13414,AFKJGDL1DC,SUX
13415,AFKJG7NIEG,SUY
13416,AFKJG6DTK4,SUZ
13417,AFKJG0VNPE,SVA
13418,AFKJFVSXPJ,SVB
13419,AFKJFVRMP0,SVC
13420,AFKJFV7J8Q,SVD
13421,AFKJFPJFNK,SVE
13422,AFKJFAF7H6,SVF
13423,AFKJEXUGUV,SVG
13424,AFKJEW0M8H,SVH
13425,AFKJERPWVQ,SVI
13426,AFKJER7N8H,SVJ
13427,AFKIZWB8JI,SVK
13428,AFKIZVWBVZ,SVL
13429,AFKIZVM5T3,SVM
13430,AFKIZUKVFZ,SVN
13431,AFKIZU85N6,SVO
13432,AFKIZLSD0K,SVP
13433,AFKIYXEBTF,SVQ
13434,AFKIYX4SD2,SVR
13435,AFKIYRNINC,SVS
13436,AFKIYQG64L,SVT
13437,AFKIYGZXKC,SVU
13438,AFKIYGY2UQ,SVV
13439,AFKIYC95DP,SVW
13440,AFKIY4BV83,SVX
13441,AFKIXXIXWH,SVY
13442,AFKIXRPDVG,SVZ
13443,AFKIXJAGXB,SWA
13444,AFKIXICP2A,SWB
13445,AFKIXD2QSJ,SWC
13446,AFKIX67FM9,SWD
13447,AFKIX0LXU6,SWE
13448,AFKIWYBTDL,SWF
13449,AFKIWY2QVK,SWG
13450,AFKIWUWDHF,SWH
13451,AFKIWTVKAL,SWI
13452,AFKIWF3B7A,SWJ
13453,AFKIVVUNG2,SWK
13454,AFKIVV3S0N,SWL
13455,AFKIVPW4YY,SWM
13605,AFKF592KFY,TCG
13606,AFKF58R1MH,TCH
13607,AFKF58BHV5,TCI
13608,AFKF577GU0,TCJ
13609,AFKF51TE64,TCK
13610,AFKF4NTMUI,TCL
13611,AFKF4M0S18,TCM
13612,AFKF4HE5WJ,TCN
13613,AFKF4AA0BZ,TCO
13614,AFKF43WY2P,TCP
13615,AFKF42M1IG,TCQ
13616,AFKF3XPSMA,TCR
13617,AFKF3W9U9Q,TCS
13618,AFKF3VF3HB,TCT
13619,AFKF3VAGP6,TCU
13620,AFKF3JWYTP,TCV
13621,AFKF3IRCFR,TCW
13622,AFKF34YYEK,TCX
13623,AFKF34I6Y7,TCY
13624,AFKF2RPT3A,TCZ
13625,AFKF2LUZLJ,TDA
13626,AFKF2J27M9,TDB
13627,AFKEMRNG0T,TDC
13628,AFKEMPTIF9,TDD
13629,AFKEMK2Q2B,TDE
13630,AFKEMC4Y59,TDF
13631,AFKELLLCV2,TDG
13632,AFKELKP38U,TDH
13633,AFKEL775MH,TDI
13634,AFKEL6U1B4,TDJ
13635,AFKEKP2R4Q,TDK
13636,AFKEKL7PXH,TDL
13637,AFKEK9DB4B,TDM
13638,AFKEK464E3,TDN
13639,AFKEK1RKNR,TDO
13640,AFKEJXD4AU,TDP
13641,AFKEJQ658V,TDQ
13642,AFKEJPQH9W,TDR
13643,AFKEJP23QU,TDS
13644,AFKEJP1QAN,TDT
13645,AFKEJMQFNR,TDU
13646,AFKEJMKB74,TDV
13647,AFKEIR4Q70,TDW
13648,AFKEIDVETV,TDX
13649,AFKEIBXW1N,TDY
13650,AFKEIAUYRM,TDZ
13651,AFKE3I6SXU,TEA
13652,AFKE3HBQWJ,TEB
13653,AFKE3H851B,TEC
13654,AFKE3CP18K,TED
13655,AFKE34VFXL,TEE
13656,AFKE2Y7II8,TEF
13657,AFKE2L0VQM,TEG
13658,AFKE2HC3PL,TEH
13659,AFKE27303S,TEI
13660,AFKE20LQ6X,TEJ
13661,AFKE1ZMADG,TEK
13662,AFKE1ZFDFQ,TEL
13663,AFKE1MKDLG,TEM
13664,AFKE1825E4,TEN
13665,AFKE173W7E,TEO
13666,AFKE0VWWR8,TEP
13667,AFKE0PFTS0,TEQ
13668,AFKE0MKG28,TER
13669,AFKE0KINRL,TES
13670,AFKE0KHUT5,TET
13671,AFKE0G67J7,TEU
13672,AFKE0FQAJC,TEV
13673,AFKE01TAKB,TEW
13674,AFKDZPE61T,TEX
13675,AFKDZNIY3R,TEY
13676,AFKDZHP5DT,TEZ
13677,AFKDZH7AS7,TFA
13678,AFKDZG1TQ9,TFB
13679,AFKDZFJ5MR,TFC
13680,AFKDJKS1NV,TFD
13681,AFKDJHWFMB,TFE
13682,AFKDJHK1DB,TFF
13683,AFKDJHJBZ1,TFG
13684,AFKDJ3892D,TFH
13685,AFKDINRQWE,TFI
13686,AFKDIGTVIQ,TFJ
13687,AFKDI4U4SN,TFK
13688,AFKDHXZG2C,TFL
13689,AFKDHRUNIL,TFM
13690,AFKDHL6KQU,TFN
13691,AFKDHE4LWL,TFO
13692,AFKDH4SW31,TFP
13693,AFKDH0KXJ7,TFQ
13694,AFKDGY223E,TFR
13695,AFKDGSZJQW,TFS
13696,AFKDGRZX1Z,TFT
13697,AFKDGQZAUG,TFU
13698,AFKDGF0D72,TFV
13699,AFKDGF0A2P,TFW
13700,AFKDGEGW2B,TFX
13701,AFKDG00A72,TFY
13702,AFKDFHXZP0,TFZ
13703,AFKD09YZT4,TGA
13704,AFKD02M64B,TGB
13705,AFKD01CVC1,TGC
13706,AFKD016QXW,TGD
13707,AFKD013TQS,TGE
13708,AFKD010XCL,TGF
13709,AFKD00WYKB,TGG
13710,AFKD003KNF,TGH
13711,AFKCZZWWMU,TGI
13712,AFKCZZU5QG,TGJ
13713,AFKCZZRLVN,TGK
13714,AFKCZZPGBD,TGL
13715,AFKCZZJYBQ,TGM
13716,AFKCZZFTDZ,TGN
13717,AFKCZW8SZX,TGO
13718,AFKCZW4GUS,TGP
13719,AFKCZVZTGW,TGQ
13720,AFKCZVUPBC,TGR
13721,AFKCZVKTLW,TGS
13722,AFKCZVA8FF,TGT
13723,AFKCZUZGLG,TGU
13724,AFKCZHHQ94,TGV
13725,AFKCZHDZ80,TGW
13726,AFKCZH8Y8S,TGX
13727,AFKCZH6436,TGY
13728,AFKCZGYQ6R,TGZ
13729,AFKCZGD7ER,THA
13730,AFKCZFVBR9,THB
13731,AFKCZFRP4S,THC
13732,AFKCZFKSMF,THD
13733,AFKCZFB9GG,THE
13734,AFKCZF8NLA,THF
13735,AFKCZEDTLG,THG
13736,AFKCZBK33Z,THH
13737,AFKCZBDY2K,THI
13738,AFKCZB6GD5,THJ
13739,AFKCZANEGE,THK
13740,AFKCZA88FU,THL
13741,AFKCZ994HY,THM
13742,AFKCYY739A,THN
13743,AFKCYXXW6J,THO
13744,AFKCYXMI9K,THP
13745,AFKCYWZB3E,THQ
13746,AFKCYNMLIA,THR
13747,AFKCY4N7P5,THS
13748,AFKCXYZRN0,THT
13749,AFKCXQVBC6,THU
13750,AFKCXL0FPW,THV
13751,AFKCWUT6EF,THW
13752,AFKCGKG24H,THX
13753,AFKCGIZD32,THY
13754,AFKCFFFYVE,THZ
13904,AFKA85DDMI,TNT
13905,AFKA85ANNH,TNU
13906,AFKA84MQI4,TNV
13907,AFKA7L8Z3Q,TNW
13908,AFKA7KZTRS,TNX
13909,AFKA7KLGMJ,TNY
13910,AFKA7K1SDY,TNZ
13911,AFKA7BZWV5,TOA
13912,AFKA764TDQ,TOB
13913,AFKA6TY5J0,TOC
13914,AFKA6T7FKY,TOD
13915,AFKA6MLDMC,TOE
13916,AFKA67IWT5,TOF
13917,AFKA620188,TOG
13918,AFK9RCWDUS,TOH
13919,AFK9RBRSD1,TOI
13920,AFK9R714QZ,TOJ
13921,AFK9QYUNAF,TOK
13922,AFK9QYJCX5,TOL
13923,AFK9QLN1BH,TOM
13924,AFK9QF3GRB,TON
13925,AFK9QEMUT5,TOO
13926,AFK9QDJK0J,TOP
13927,AFK9Q7BDZU,TOQ
13928,AFK9Q68B0N,TOR
13929,AFK9Q0BC04,TOS
13930,AFK9PTL2IX,TOT
13931,AFK9PPVLRH,TOU
13932,AFK9PPHMC5,TOV
13933,AFK9PNBQBC,TOW
13934,AFK9PNB787,TOX
13935,AFK9PMXP08,TOY
13936,AFK9PB4JMB,TOZ
13937,AFK9P8FNNV,TPA
13938,AFK9P3AWQ8,TPB
13939,AFK9P39950,TPC
13940,AFK9P347LK,TPD
13941,AFK9NX9PL9,TPE
13942,AFK9NJCEYP,TPF
13943,AFK9NHKN32,TPG
13944,AFK9NGDK0L,TPH
13945,AFK9NDC99E,TPI
13946,AFK9MJJJQI,TPJ
13947,AFK9MCK3TT,TPK
13948,AFK9M5H0E1,TPL
13949,AFK976LVIV,TPM
13950,AFK96YBDCL,TPN
13951,AFK96XXGVI,TPO
13952,AFK96L2EVB,TPP
13953,AFK96BS0J3,TPQ
13954,AFK968L8IP,TPR
13955,AFK9614B3D,TPS
13956,AFK95Z21UP,TPT
13957,AFK95ESLJW,TPU
13958,AFK94LWE8S,TPV
13959,AFK949L5P1,TPW
13960,AFK9490DYM,TPX
13961,AFK9439TXF,TPY
13962,AFK93BJYMV,TPZ
13963,AFK92WPREU,TQA
13964,AFK8N2QSV5,TQB
13965,AFK8N23V1N,TQC
13966,AFK8MNHYQP,TQD
13967,AFK8M47F2L,TQE
13968,AFK8LT9N4T,TQF
13969,AFK8LQ25EE,TQG
13970,AFK8LECFWQ,TQH
13971,AFK8L8CG2F,TQI
13972,AFK8L7REJK,TQJ
13973,AFK8L0R7YS,TQK
13974,AFK8KTCPWR,TQL
13975,AFK8KRL6HE,TQM
13976,AFK8KAH1C9,TQN
13977,AFK8K7EX6N,TQO
13978,AFK8K2Q2SF,TQP
13979,AFK8K2Q06A,TQQ
13980,AFK8K2PLIX,TQR
13981,AFK8J4B7CT,TQS
13982,AFK8IYBP0X,TQT
13983,AFK849MJTZ,TQU
13984,AFK847G1T8,TQV
13985,AFK84793G3,TQW
13986,AFK842T9LH,TQX
13987,AFK841BCYS,TQY
13988,AFK83WV43A,TQZ
13989,AFK83Q2TEG,TRA
13990,AFK833YUUE,TRB
13991,AFK82REH66,TRC
13992,AFK82QRHDH,TRD
13993,AFK82Q3549,TRE
13994,AFK82KA4P0,TRF
13995,AFK82K5R3B,TRG
13996,AFK82JAPF5,TRH
13997,AFK82AC3T4,TRI
13998,AFK825TPVA,TRJ
13999,AFK825NZ0U,TRK
14000,AFK81LWEEV,TRL
14001,AFK81JWR15,TRM
14002,AFK81FRL7J,TRN
14003,AFK81DBDB6,TRO
14004,AFK8187T9B,TRP
14005,AFK816W6X0,TRQ
14006,AFK815CYSU,TRR
14007,AFK811JVYA,TRS
14008,AFK80S4DM0,TRT
14009,AFK80MGB4H,TRU
14010,AFK808G2UQ,TRV
14011,AFK802GPMZ,TRW
14012,AFK7ZW6RVJ,TRX
14013,AFK7K80ZFA,TRY
14014,AFK7K7BJR9,TRZ
14015,AFK7JMVYNR,TSA
14016,AFK7JH9EXZ,TSB
14017,AFK7JA39SM,TSC
14018,AFK7J27KKZ,TSD
14019,AFK7IWL9ND,TSE
14020,AFK7IQWG53,TSF
14021,AFK7IQJF1C,TSG
14022,AFK7IQ82KX,TSH
14023,AFK7INUKMW,TSI
14024,AFK7IFY8IK,TSJ
14025,AFK7I9FGFK,TSK
14026,AFK7I9A2CW,TSL
14027,AFK7I4RCI4,TSM
14028,AFK7HQW9EP,TSN
14029,AFK7HPV4FJ,TSO
14030,AFK7HJ82ZK,TSP
14031,AFK7HI1TL5,TSQ
14032,AFK7HDM31M,TSR
14033,AFK7HAWHFA,TSS
14034,AFK7HAUYWY,TST
14035,AFK7H0FHDZ,TSU
14036,AFK7H04FKT,TSV
14037,AFK7GJDV6E,TSW
14038,AFK7G8EEJT,TSX
14039,AFK7FUC9N1,TSY
14040,AFK715VKJR,TSZ
14041,AFK715BW32,TTA
14042,AFK710J9GB,TTB
14043,AFK7109UAI,TTC
14044,AFK70XFG5G,TTD
14045,AFK700HJCL,TTE
14046,AFK6ZZ3J0X,TTF
14047,AFK6ZVI259,TTG
14048,AFK6ZV3XM1,TTH
14049,AFK6ZUEUS5,TTI
14050,AFK6ZH19GY,TTJ
14051,AFK6ZGHDW9,TTK
14052,AFK6ZEDCQC,TTL
14053,AFK6Z7JVKB,TTM
14203,AFK2NPI93W,TZG
14204,AFK2NP3CJJ,TZH
14205,AFK2NAV49U,TZI
14206,AFK2NA19VF,TZJ
14207,AFK2N8HXXW,TZK
14208,AFK2MQ63HF,TZL
